transcript_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
rna-XM_020082253.1,12,14,5,13,22,14,15,9
rna-XM_020093646.1,32,5,19,9,10,17,8,0
rna-XM_020085959.1,0,0,0,0,0,0,0,0
rna-XM_020085952.1,10,0,8,0,6,17,3,0
rna-XM_020082151.1,0,0,0,0,0,0,0,0
rna-XM_020082066.1,23,12,15,13,0,42,19,0
rna-XM_020084708.1,109,96,131,71,98,76,100,186
rna-XM_020091726.1,0,0,39,0,18,7,35,0
rna-XR_002203387.1,0,62,0,0,41,0,37,0
rna-XM_020094588.1,192,93,214,29,133,118,164,316
rna-XM_020078453.1,310,228,608,250,410,244,354,595
rna-XR_002202532.1,0,0,0,0,0,0,0,0
rna-XM_020082233.1,0,0,0,0,0,0,0,0
rna-XM_020082240.1,0,0,0,0,0,0,0,0
rna-XM_020082225.1,24,41,39,21,38,45,29,10
rna-XM_020083364.1,136,116,164,66,113,87,88,108
rna-XM_020083103.1,10,29,8,15,26,18,33,44
rna-XM_020093888.1,0,11,12,14,18,14,12,0
rna-XM_020082984.1,163,158,145,245,147,137,191,255
rna-XM_020082964.1,54,82,101,0,93,70,119,151
rna-XM_020082972.1,41,0,0,120,0,17,0,0
rna-XM_020086014.1,25,112,294,24,71,48,46,326
rna-XM_020086023.1,298,146,268,258,313,215,337,210
rna-XM_020085580.1,218,183,525,182,391,203,248,381
rna-XM_020085433.1,32,24,17,15,33,32,19,17
rna-XM_020084414.1,0,12,8,0,0,0,0,11
rna-XM_020082869.1,0,0,0,0,0,0,0,0
rna-XM_020082878.1,0,0,0,0,0,0,0,0
rna-XM_020082887.1,0,0,0,0,0,0,0,0
rna-XM_020082894.1,0,0,0,0,0,0,0,0
rna-XM_020082861.1,80,86,50,65,71,97,62,58
rna-XM_020082853.1,31,6,29,0,0,26,0,0
rna-XM_020094020.1,276,358,494,274,364,307,331,367
rna-XM_020084427.1,1501,1409,1356,985,913,1605,2474,1442
rna-XM_020084436.1,6,0,220,0,111,15,0,104
rna-XM_020078666.1,0,0,0,0,0,0,0,0
rna-XM_020078675.1,0,0,0,0,0,0,0,0
rna-trnal-caa,0,0,0,0,0,0,0,0
rna-XM_020079585.1,17,0,0,0,0,0,0,4
rna-XM_020079425.1,0,0,0,0,0,0,0,0
rna-XM_020079416.1,8,0,0,0,0,0,0,0
rna-XM_020078859.1,102,94,82,31,111,90,131,134
rna-XM_020079831.1,8,0,0,0,0,3,0,0
rna-XM_020085591.1,0,0,0,51,0,0,0,0
rna-XM_020085599.1,160,256,157,118,211,195,189,99
rna-XM_020096230.1,0,23,0,0,0,0,0,0
rna-XM_020100324.1,0,0,0,0,0,0,0,0
rna-XM_020101940.1,0,0,0,0,0,0,0,0
rna-XM_020102741.1,0,0,0,0,0,0,0,0
rna-XM_020097065.1,0,42,0,0,0,0,0,0
rna-XM_020097869.1,0,0,0,0,0,0,0,0
rna-XM_020099511.1,0,0,102,63,112,0,0,0
rna-XM_020101158.1,0,0,0,0,0,0,0,0
rna-XM_020098686.1,62,43,0,0,0,61,109,132
rna-XM_020085002.1,2849,4600,2239,1376,1416,2426,2298,1132
rna-XM_020081187.1,0,0,0,0,0,334,134,116
rna-XM_020081178.1,1107,888,968,409,1231,624,753,809
rna-XM_020081197.1,86,72,73,18,99,39,32,87
rna-XM_020084930.1,35,41,82,46,61,51,51,35
rna-XM_020084942.1,592,406,509,309,473,347,336,473
rna-XM_020083396.1,0,0,2,0,0,0,0,0
rna-XR_002202580.1,0,0,0,0,0,0,0,69
rna-XM_020083386.1,136,89,125,103,162,84,113,23
rna-XM_020083424.1,47697,33493,45079,50867,41033,37547,42343,52378
rna-XM_020083413.1,270,225,271,229,216,185,220,313
rna-XM_020084617.1,0,0,40,0,67,0,23,0
rna-XM_020084625.1,0,42,0,0,0,0,0,0
rna-XM_020084634.1,0,0,0,0,0,0,8,0
rna-XM_020084639.1,0,0,0,0,0,0,14,0
rna-XM_020084647.1,0,0,0,0,0,0,0,0
rna-XM_020084656.1,0,0,0,0,0,0,0,0
rna-XM_020084608.1,33,28,22,25,7,64,11,34
rna-XM_020084883.1,0,2,0,1,0,11,65,10
rna-XM_020084864.1,0,0,133,0,394,0,75,0
rna-XM_020084892.1,0,7,56,212,0,13,0,250
rna-XM_020084872.1,0,3,152,8,4,14,183,47
rna-XM_020084879.1,285,271,119,10,9,245,44,0
rna-XM_020083255.1,525,281,780,6,554,661,694,766
rna-XM_020083264.1,5,307,5,802,7,8,8,11
rna-XM_020083271.1,3,0,3,0,0,0,0,1
rna-XR_002202538.1,0,0,33,0,181,0,0,0
rna-XR_002202539.1,0,0,6,0,4,0,0,0
rna-XM_020082444.1,0,0,6,5,0,0,0,0
rna-XM_020081976.1,692,779,1209,976,604,803,1152,1496
rna-XM_020081954.1,677,855,119,48,226,211,654,49
rna-XM_020081945.1,363,297,848,528,510,709,357,930
rna-XM_020081963.1,81,53,19,62,194,70,11,67
rna-XM_020082452.1,457,306,434,177,440,165,263,333
rna-XM_020082487.1,273,321,382,244,267,224,465,338
rna-XM_020082462.1,71,80,121,5,56,163,40,61
rna-XM_020082474.1,6,0,99,60,0,0,0,44
rna-XM_020082495.1,4,0,7,0,33,43,0,0
rna-XM_020082352.1,9,18,30,12,21,14,17,39
rna-XM_020082338.1,163,135,154,90,209,166,215,228
rna-XM_020082364.1,13787,11475,15039,15485,10447,10916,12801,12248
rna-XM_020082325.1,562,553,731,253,592,557,724,937
rna-XM_020078980.1,2424,2029,2719,2288,2301,1653,1708,1880
rna-XM_020091028.1,0,0,0,0,2,0,0,0
rna-XM_020091103.1,0,0,9,0,4,10,12,0
rna-XM_020082417.1,601,403,495,298,597,409,440,545
rna-XM_020080227.1,285,223,378,223,278,266,320,447
rna-XM_020080240.1,487,568,646,374,584,535,418,455
rna-XM_020080248.1,240,306,362,155,333,264,192,190
rna-XM_020080257.1,2648,2400,3440,1692,3059,2537,3098,3106
rna-XM_020079006.1,0,3,8,0,0,0,0,0
rna-XM_020079015.1,0,0,0,0,0,0,0,0
rna-XM_020079024.1,0,0,0,0,0,0,0,0
rna-XM_020083530.1,718,548,744,572,861,673,753,767
rna-XM_020083517.1,589,618,1161,682,1014,857,1003,1631
rna-XM_020094259.1,212,139,233,229,177,204,224,195
rna-XM_020094387.1,0,0,0,0,0,0,2,10
rna-XM_020083793.1,0,0,0,0,0,0,0,0
rna-XM_020083801.1,0,0,0,0,0,0,0,0
rna-XM_020083808.1,0,0,0,0,0,0,0,0
rna-XM_020083786.1,191,211,200,82,321,180,261,253
rna-XM_020094501.1,13,7,15,0,18,19,20,14
rna-XM_020086108.1,1875,1485,1225,595,875,1511,1201,465
rna-XM_020078642.1,126,115,104,59,79,140,89,47
rna-XM_020081259.1,0,0,0,0,0,0,0,0
rna-XM_020081280.1,100,0,0,0,0,0,120,115
rna-XM_020081270.1,21,96,166,148,119,123,20,48
rna-XM_020081247.1,46,47,50,27,18,65,43,87
rna-XM_020081211.1,108,112,246,79,205,98,115,78
rna-XM_020081221.1,25,0,0,0,0,0,0,0
rna-XM_020081232.1,30,38,28,27,23,33,30,44
rna-XM_020085684.1,461,427,405,151,294,185,212,248
rna-XM_020085675.1,2550,2783,2567,2580,2846,2956,3682,4681
rna-XM_020085530.1,607,565,1136,1307,676,755,1188,1091
rna-XM_020079619.1,4,5,0,0,0,0,0,0
rna-XM_020082415.1,90,81,143,188,111,233,341,480
rna-XM_020085775.1,0,0,8,0,0,0,0,0
rna-XM_020085766.1,0,10,16,0,24,10,25,13
rna-XM_020080886.1,0,0,0,153,0,0,0,0
rna-XM_020080893.1,0,2,6,194,0,0,0,2
rna-XM_020080911.1,0,5,0,122,8,4,198,4
rna-XM_020080920.1,0,0,0,0,0,0,0,0
rna-XM_020080938.1,0,0,0,0,0,0,0,0
rna-trnav-uac,0,0,0,0,0,0,0,0
rna-XM_020080981.1,0,14,7,2,31,23,13,129
rna-XM_020080901.1,139,127,159,15,135,161,0,300
rna-XM_020080947.1,59,13,54,223,5,50,43,15
rna-XM_020080929.1,6,5,0,32,0,0,0,0
rna-XM_020080971.1,364,334,328,194,412,297,393,301
rna-XM_020080958.1,12,14,20,0,15,20,9,12
rna-XM_020084291.1,267,264,262,195,175,269,317,365
rna-XM_020082730.1,546,419,301,142,474,336,274,220
rna-XM_020082718.1,220,185,431,128,217,288,352,507
rna-XM_020081472.1,0,0,41,0,2,0,0,17
rna-XM_020081386.1,0,0,0,0,0,0,1,0
rna-XM_020081405.1,0,0,112,0,365,0,0,388
rna-XM_020081411.1,0,0,5,0,11,1,1,2
rna-XM_020081428.1,0,0,3,0,0,1,2,0
rna-XM_020081444.1,0,3,0,0,0,0,3,0
rna-XM_020081455.1,0,0,0,0,0,13,18,7
rna-XM_020081463.1,0,0,0,0,0,0,0,0
rna-XM_020081480.1,0,0,0,0,0,4,9,1
rna-XM_020081491.1,89,155,193,176,141,149,136,126
rna-XM_020081396.1,222,98,112,217,122,117,330,0
rna-XM_020081436.1,208,324,199,0,0,295,0,0
rna-XM_020081420.1,8,0,0,3,18,3,10,3
rna-XM_020080038.1,0,265,578,410,322,491,335,436
rna-XM_020080047.1,364,213,127,14,144,92,239,0
rna-XM_020080030.1,383,210,192,16,254,105,210,308
rna-XR_002202437.1,91,82,94,15,89,42,82,4
rna-XM_020080085.1,297,516,879,611,388,858,950,1054
rna-XM_020094874.1,19,13,35,68,9,9,26,101
rna-XM_020094989.1,325,358,352,196,389,300,281,329
rna-XM_020082632.1,0,0,0,0,0,0,5,0
rna-XM_020082796.1,0,0,0,0,0,0,0,0
rna-XM_020082546.1,0,0,0,0,0,0,0,0
rna-XM_020082713.1,0,0,0,0,0,0,0,0
rna-XM_020080060.1,0,567,37,105,332,52,12,30
rna-XM_020080071.1,1478,1244,2804,1743,2291,1909,1568,2268
rna-XM_020084853.1,50,51,48,93,34,33,44,49
rna-XM_020095128.1,148,174,159,93,132,116,150,229
rna-XR_002202581.1,0,0,3,0,0,0,0,1
rna-XM_020080401.1,0,0,0,0,0,0,0,233
rna-XM_020080423.1,0,0,13,0,0,0,16,22
rna-XM_020080446.1,0,1,0,2,0,0,0,1
rna-XM_020083486.1,4,0,2,3,0,0,0,5
rna-XM_020080412.1,1063,980,691,387,775,740,601,289
rna-XR_002202452.1,4,6,9,0,0,3,25,15
rna-XM_020080392.1,42,47,102,70,59,76,144,0
rna-XM_020080463.1,4,79,0,1,62,0,1,50
rna-XM_020080455.1,55,0,33,58,21,27,33,0
rna-XM_020080437.1,1078,1174,1479,1070,1475,838,903,1844
rna-XM_020084947.1,103,83,137,67,112,91,98,140
rna-XM_020079883.1,0,1393,271,287,2170,2354,103,239
rna-XM_020079897.1,0,0,0,0,12,0,35,0
rna-XM_020079891.1,0,371,0,0,0,0,0,0
rna-XM_020079906.1,0,0,2051,1827,0,0,0,3814
rna-XM_020079923.1,0,0,0,0,9,17,0,0
rna-XM_020079944.1,0,0,0,0,0,0,0,0
rna-XM_020079990.1,0,0,0,0,22,0,0,0
rna-XM_020079934.1,0,0,0,0,0,0,0,0
rna-XM_020079981.1,0,0,0,0,0,0,0,0
rna-XM_020079961.1,0,0,220,0,0,0,11,0
rna-XM_020079954.1,0,0,0,0,0,0,64,0
rna-XM_020079878.1,0,0,0,0,0,16,0,0
rna-XM_020079915.1,2650,956,0,0,0,1081,1730,680
rna-XM_020079971.1,710,0,526,210,796,401,2302,1460
rna-XM_020080002.1,11,0,0,0,0,0,0,0
rna-XM_020079873.1,1418,1101,1637,442,1280,1325,1379,2099
rna-XM_020083187.1,1415,1567,1368,1280,1125,1088,1192,1570
rna-XM_020083195.1,130,142,102,61,181,95,65,144
rna-XM_020083205.1,22,17,54,28,15,87,61,0
rna-XM_020083179.1,12,52,82,63,18,0,64,128
rna-XM_020082282.1,0,9,20,7,27,10,23,29
rna-XR_002202577.1,0,0,0,0,0,0,0,7
rna-XR_002202576.1,8,17,31,15,0,0,8,20
rna-XM_020083218.1,132,246,230,120,184,142,126,314
rna-XM_020084713.1,0,0,0,0,0,0,0,0
rna-XM_020084828.1,20,17,79,29,65,32,31,47
rna-XM_020084470.1,0,5,16,0,0,7,0,0
rna-XM_020084463.1,33,66,111,495,46,17,82,426
rna-XM_020084500.1,7,1,22,3,4,550,3,12
rna-XM_020084491.1,183,119,171,301,479,0,0,278
rna-XM_020084482.1,412,417,1002,237,447,0,959,1859
rna-XM_020084449.1,53,53,53,30,32,18,43,78
rna-XM_020084595.1,1327,1299,1937,967,1381,1361,1641,2738
rna-XM_020082547.1,2236,1797,4245,2248,2718,1598,1855,1529
rna-XM_020082533.1,296,369,403,454,554,317,365,342
rna-XM_020085789.1,720,583,868,356,676,793,788,1191
rna-XM_020084918.1,489,323,367,502,239,366,543,922
rna-XM_020086417.1,195,100,128,70,211,150,120,109
rna-XM_020080790.1,264,165,270,210,278,188,242,363
rna-XM_020080778.1,317,242,425,252,332,278,298,385
rna-XM_020080763.1,0,1,0,0,7,7,4,1
rna-XM_020080750.1,1336,1506,918,391,703,1414,876,714
rna-XM_020080722.1,156,54,0,0,0,0,0,0
rna-XM_020080738.1,358,599,311,272,667,225,884,710
rna-XM_020080730.1,54,47,56,5,99,42,2,35
rna-XR_002202459.1,3,2,0,0,3,0,6,2
rna-XR_002202461.1,5,3,0,0,3,0,6,2
rna-XM_020081534.1,40,68,139,68,63,45,75,155
rna-XM_020086368.1,0,0,0,0,0,0,0,0
rna-XM_020086376.1,0,5,0,4,8,0,0,0
rna-XM_020086385.1,0,0,0,0,1,0,0,5
rna-XM_020086361.1,19,38,29,70,7,38,29,28
rna-XM_020081522.1,0,0,23,4,44,59,26,26
rna-XM_020095259.1,5,0,0,2,9,5,5,0
rna-XM_020081502.1,1936,1663,1674,1062,1402,2153,2677,2522
rna-XM_020081513.1,58,50,62,11,64,67,71,107
rna-XM_020085352.1,91,74,95,100,79,57,56,107
rna-XM_020085940.1,30,22,58,31,40,45,47,62
rna-XM_020082624.1,19,8,23,14,21,24,20,30
rna-XM_020082612.1,243,326,460,329,376,295,471,690
rna-XM_020079790.1,19,14,165,23,25,39,71,52
rna-XM_020085284.1,6591,1954,2485,2580,3229,3681,5634,7826
rna-XM_020085292.1,146,1443,1432,581,344,102,975,0
rna-XM_020085301.1,58,1487,1356,445,601,1739,654,0
rna-XM_020085309.1,14,28,30,25,0,0,0,3
rna-XM_020085318.1,10,28,31,26,0,0,0,0
rna-XM_020095378.1,15,15,12,10,29,23,8,20
rna-XM_020092021.1,3,5,8,0,7,8,7,0
rna-XR_002202408.1,0,0,0,0,0,0,0,0
rna-XM_020082385.1,0,0,0,7,0,0,11,0
rna-XM_020086019.1,0,0,0,0,0,0,0,0
rna-XM_020082377.1,534,428,624,797,465,524,648,908
rna-XM_020085930.1,122,87,112,58,148,77,92,144
rna-XM_020079331.1,0,0,0,0,0,0,0,0
rna-XM_020084391.1,0,0,0,0,0,0,0,0
rna-XM_020084213.1,0,0,0,0,0,0,0,0
rna-XM_020084033.1,0,0,0,0,0,0,0,4
rna-XM_020084305.1,0,0,3,0,0,0,2,0
rna-XM_020083964.1,34,60,55,9,80,39,44,0
rna-XM_020084122.1,7,0,6,0,8,0,12,51
rna-XM_020078716.1,0,0,0,0,0,0,179,232
rna-XM_020078708.1,0,0,0,0,0,0,0,0
rna-XM_020078700.1,32,25,15,10,19,47,0,4
rna-XM_020081153.1,0,0,0,0,0,0,0,0
rna-XM_020081144.1,17,0,14,20,18,0,0,15
rna-XM_020081129.1,460,328,579,340,522,357,461,647
rna-XM_020081116.1,1551,1916,1734,1047,1420,1377,1940,1556
rna-XM_020082176.1,0,0,0,0,0,0,0,0
rna-XM_020082185.1,0,0,0,0,0,0,0,0
rna-XM_020082166.1,4,0,20,48,0,0,5,8
rna-XM_020082199.1,71,79,142,61,106,81,91,152
rna-XM_020081381.1,4046,5554,5079,4392,5702,5324,5396,5105
rna-XM_020082152.1,0,0,0,0,0,0,0,0
rna-XM_020082142.1,0,0,0,0,0,0,0,0
rna-XM_020082422.1,0,257,397,0,0,1,0,0
rna-XM_020082132.1,15,0,0,0,0,0,0,0
rna-XM_020082113.1,76,0,246,143,168,0,0,185
rna-XM_020082122.1,87,170,0,0,0,93,170,0
rna-XM_020082410.1,120,0,0,50,316,151,111,219
rna-XM_020082430.1,3,0,0,0,0,7,6,0
rna-XM_020079726.1,3,0,3,0,0,0,0,0
rna-XM_020082398.1,419,539,395,433,672,582,469,451
rna-XM_020090822.1,0,0,7,0,8,0,11,62
rna-XM_020079464.1,8,0,8,0,0,0,0,5
rna-XM_020090903.1,44,91,122,0,80,60,91,0
rna-XM_020090734.1,6,12,16,23,49,3,5,25
rna-XM_020086240.1,208,182,386,200,341,194,186,447
rna-XM_020087938.1,52,115,42,98,0,0,175,189
rna-XM_020088020.1,285,188,240,136,315,255,168,292
rna-XM_020078805.1,740,681,1559,686,1128,707,1206,536
rna-XM_020085444.1,256364,174120,177285,167358,179022,204561,272741,383269
rna-XM_020081990.1,330,267,469,341,307,223,287,364
rna-XM_020082004.1,1604,43,1485,74,1648,937,62,831
rna-XM_020082013.1,444,1836,518,1692,472,329,1261,190
rna-XM_020084816.1,0,2,1,1,1,1,1,0
rna-XM_020084824.1,0,0,0,0,65,0,98,0
rna-XM_020084833.1,0,91,114,202,102,105,0,0
rna-XM_020084841.1,253,138,174,339,127,69,238,328
rna-XM_020089880.1,10,10,0,11,0,0,9,0
rna-XM_020085659.1,440,270,695,265,830,297,306,418
rna-XM_020080269.1,236,233,1884,269,855,302,600,345
rna-XM_020080350.1,280,194,501,329,361,310,473,972
rna-XM_020080294.1,683,649,767,349,793,801,1410,884
rna-XM_020080302.1,1,1,362,61,6,4,56,495
rna-XM_020080330.1,0,0,0,0,0,0,0,0
rna-XM_020080321.1,0,10,13,0,0,0,0,27
rna-XM_020080339.1,0,0,5,0,0,0,0,0
rna-XM_020080313.1,44,31,39,5,45,27,42,22
rna-XM_020078531.1,516,359,516,333,419,275,342,276
rna-XM_020085375.1,0,0,0,0,20,0,0,0
rna-XM_020085366.1,24,12,12,0,0,28,30,17
rna-XM_020081861.1,0,0,98,0,0,78,107,0
rna-XM_020081851.1,0,200,0,0,0,0,0,0
rna-XM_020081842.1,0,0,0,0,0,0,11,0
rna-XM_020081880.1,343,229,357,129,330,250,312,359
rna-XM_020081834.1,7,5,11,7,41,18,11,24
rna-XM_020081868.1,212,0,201,129,226,136,259,406
rna-XM_020081823.1,5,22,17,8,36,16,32,27
rna-XM_020084686.1,871,691,803,517,736,581,638,944
rna-XM_020095481.1,33,23,15,28,10,11,21,28
rna-XM_020079381.1,10,8,0,4,0,6,9,0
rna-XM_020086437.1,474,391,962,603,600,496,678,966
rna-XM_020085617.1,0,0,0,7,0,12,12,16
rna-XM_020085635.1,0,13,0,0,0,0,0,0
rna-XM_020085647.1,0,0,0,0,0,0,0,0
rna-XM_020085641.1,0,0,0,0,0,0,0,0
rna-XM_020085628.1,83,26,68,41,67,38,57,24
rna-XM_020083830.1,4255,3067,3621,2976,4325,2845,2753,3403
rna-XM_020083876.1,898,663,732,363,755,434,728,598
rna-XM_020083884.1,3,12,116,79,47,266,20,208
rna-XM_020096098.1,0,0,2,0,0,0,0,0
rna-XM_020096231.1,8,14,16,5,9,9,2,11
rna-XM_020096362.1,0,4,0,0,10,8,12,0
rna-XM_020078283.1,5,11,18,14,8,18,5,9
rna-XM_020113797.1,73,135,193,97,108,132,113,146
rna-XM_020078089.1,3,4,3,0,5,5,0,5
rna-XM_020092763.1,0,3,1,5,3,1,6,6
rna-XM_020096603.1,4,0,4,3,5,5,5,2
rna-XM_020078186.1,3,5,5,2,4,9,7,3
rna-XM_020092643.1,2,8,5,3,10,8,8,10
rna-XM_020096859.1,0,0,0,0,0,0,0,2
rna-XM_020097355.1,6,5,6,6,8,10,23,13
rna-XM_020097467.1,0,0,0,3,7,3,3,0
rna-XM_020097582.1,2,0,0,0,0,0,0,0
rna-XM_020097710.1,0,0,0,0,0,5,0,0
rna-XM_020113964.1,0,0,0,0,0,0,0,0
rna-XM_020114029.1,139,235,228,131,96,171,198,243
rna-XM_020113890.1,2,0,2,2,0,2,3,0
rna-XM_020077987.1,394,538,608,369,730,497,492,405
rna-XM_020083243.1,914,964,1220,686,1062,1047,1242,994
rna-XR_002202599.1,0,1,0,0,0,0,0,0
rna-XM_020083960.1,14,10,14,0,0,9,21,22
rna-XM_020085913.1,90,106,208,47,207,104,158,117
rna-XM_020085925.1,17,9,17,35,9,21,19,25
rna-XM_020085496.1,0,6,11,0,5,6,0,7
rna-XM_020085501.1,0,0,0,7,11,9,0,16
rna-XM_020085508.1,105,70,71,46,79,101,111,72
rna-XM_020086120.1,75,65,165,106,76,61,106,197
rna-XM_020098315.1,11,15,31,13,17,25,35,21
rna-XM_020084324.1,0,0,0,0,0,0,0,0
rna-XM_020084306.1,0,0,0,0,0,0,0,0
rna-XM_020084315.1,0,0,0,0,0,0,0,0
rna-XM_020087417.1,14,14,18,5,19,16,28,19
rna-XM_020081896.1,0,0,0,0,0,39,0,0
rna-XM_020081918.1,0,0,10,0,0,0,0,0
rna-XM_020081904.1,573,431,140,127,457,244,86,48
rna-XM_020081912.1,271,394,791,816,328,466,785,1053
rna-XM_020081933.1,70,64,70,64,77,50,34,19
rna-XM_020081923.1,46,34,81,82,56,50,41,17
rna-XM_020081888.1,43,51,53,52,46,50,27,0
rna-XM_020086213.1,317,324,371,300,371,367,324,202
rna-XM_020079235.1,75,57,66,121,77,41,35,45
rna-XM_020080519.1,184,118,123,79,157,106,127,148
rna-XM_020082024.1,566,475,710,437,653,635,1002,1088
rna-XM_020082037.1,85,118,136,136,164,97,163,198
rna-XM_020083013.1,491,392,559,451,423,492,637,974
rna-XM_020082998.1,135,141,108,100,229,123,191,131
rna-XM_020078883.1,0,11,15,0,15,22,17,11
rna-XM_020083302.1,0,0,0,0,0,0,0,0
rna-XM_020083311.1,0,121,331,0,95,67,0,243
rna-XM_020083284.1,379,284,421,288,633,319,382,274
rna-XM_020083293.1,164,0,0,0,0,123,0,0
rna-XM_020086187.1,0,0,0,0,0,0,0,0
rna-XM_020086178.1,12,28,42,23,20,26,31,57
rna-XM_020086200.1,235,184,122,111,224,103,118,151
rna-XM_020091893.1,18,17,19,18,19,10,33,16
rna-XM_020079659.1,0,0,0,0,0,0,0,0
rna-XM_020079675.1,0,0,0,0,0,0,0,0
rna-XM_020079667.1,0,0,0,0,0,0,0,0
rna-XM_020085413.1,1137,620,1230,436,696,602,1154,1347
rna-XM_020085421.1,3146,2331,3226,3844,3510,3178,3089,4040
rna-XM_020085820.1,2,0,0,0,3,0,4,0
rna-XM_020085811.1,4,0,0,1,0,2,0,0
rna-XM_020085803.1,150,125,115,221,136,94,131,82
rna-XM_020083023.1,491,436,536,311,457,510,489,544
rna-XM_020086252.1,518,464,395,224,468,343,328,359
rna-XM_020083144.1,0,0,0,8,0,0,0,0
rna-XM_020083136.1,41,5,31,0,24,16,8,53
rna-XM_020083153.1,4,0,0,3,0,0,0,0
rna-XM_020083114.1,0,0,0,0,0,0,0,0
rna-XM_020083124.1,0,0,50,17,0,0,34,0
rna-XM_020083104.1,331,266,130,106,197,197,125,225
rna-XM_020098687.1,249,313,366,143,515,354,286,244
rna-XM_020086393.1,0,4,0,0,3,0,0,0
rna-XM_020086315.1,0,0,0,0,0,0,0,0
rna-XM_020086146.1,0,0,194,62,0,114,171,302
rna-XM_020086235.1,81,85,28,0,76,57,46,42
rna-XR_002202905.1,0,0,0,0,0,0,0,0
rna-XM_020083494.1,0,0,0,0,0,0,0,0
rna-XM_020082273.1,0,0,6,0,2,2,0,2
rna-XM_020082297.1,666,580,374,481,495,548,606,892
rna-XM_020082311.1,161,77,168,40,249,138,149,311
rna-XM_020082283.1,48113,40101,43342,42411,45873,44250,51074,55834
rna-XM_020085845.1,1902,3513,2760,1509,1558,1690,2324,2601
rna-XM_020085854.1,9,57,11,32,5,0,5,11
rna-XM_020085861.1,2459,2387,1395,2999,1261,2541,3160,1982
rna-XM_020085263.1,0,0,0,0,0,0,0,0
rna-XM_020085278.1,0,0,0,0,0,0,0,84
