transcript_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
rna-XM_020094588.1,146,72,165,18,111,87,114,208
rna-XM_020082907.1,0,0,0,0,0,0,0,0
rna-XM_020085433.1,28,20,15,15,24,26,17,12
rna-XM_020084414.1,0,13,9,0,0,6,0,14
rna-XM_020082869.1,0,0,0,0,0,0,0,0
rna-XM_020082878.1,0,0,0,0,0,0,0,0
rna-XM_020082887.1,0,0,0,0,0,0,0,0
rna-XM_020082894.1,0,0,0,0,0,0,0,0
rna-XM_020082861.1,76,81,0,58,63,98,55,52
rna-XM_020082853.1,24,0,72,0,0,18,0,0
rna-XM_020084436.1,0,0,219,0,0,0,0,951
rna-XM_020084427.1,1228,1096,1016,779,791,1276,1903,281
rna-XM_020094020.1,222,285,403,235,296,254,273,313
rna-XM_020078666.1,0,0,0,0,0,0,0,0
rna-XM_020078675.1,0,0,0,0,0,0,0,0
rna-trnal-caa,0,0,0,0,0,0,0,0
rna-XM_020079425.1,0,0,0,0,0,0,0,0
rna-XM_020079585.1,19,0,0,0,0,0,0,8
rna-XM_020079416.1,4,0,0,0,0,0,0,0
rna-XM_020085591.1,0,0,0,0,0,0,0,0
rna-XM_020085599.1,138,199,121,132,164,160,151,85
rna-XM_020078859.1,100,87,60,26,101,78,99,122
rna-XM_020079831.1,8,0,0,0,0,3,0,0
rna-XM_020096230.1,0,19,0,0,0,0,0,0
rna-XM_020100324.1,0,0,0,0,0,0,0,0
rna-XM_020101940.1,0,0,0,0,0,0,0,0
rna-XM_020102741.1,0,0,0,0,0,0,0,0
rna-XM_020097065.1,0,37,0,0,0,0,0,0
rna-XM_020097869.1,0,0,0,0,0,0,0,0
rna-XM_020099511.1,0,0,86,47,105,0,0,0
rna-XM_020101158.1,0,0,0,0,0,0,0,0
rna-XM_020098686.1,52,37,0,10,0,53,97,126
rna-XM_020085002.1,2479,4060,2000,1235,1261,2169,2073,997
rna-XM_020081187.1,0,0,0,0,0,4,0,2
rna-XM_020081178.1,1044,831,902,389,1152,909,843,862
rna-XM_020081197.1,74,61,63,18,82,32,25,70
rna-XM_020084930.1,29,38,73,39,52,45,50,34
rna-XM_020084942.1,540,371,453,274,433,313,306,443
rna-XM_020083396.1,0,0,0,0,0,0,0,0
rna-XR_002202580.1,0,0,0,0,0,0,0,0
rna-XM_020083386.1,131,81,120,94,139,79,104,85
rna-XM_020083424.1,45745,31995,43090,48597,39219,35702,40362,50012
rna-XM_020083413.1,211,170,219,176,159,149,176,234
rna-XM_020084617.1,0,0,35,0,0,0,32,0
rna-XM_020084625.1,0,39,0,0,0,0,2,0
rna-XM_020084634.1,0,0,0,0,0,0,0,0
rna-XM_020084639.1,0,0,0,0,0,0,0,0
rna-XM_020084647.1,0,0,0,0,0,0,0,0
rna-XM_020084656.1,0,0,0,0,0,0,0,0
rna-XM_020084608.1,33,26,25,22,62,61,22,34
rna-XM_020084883.1,0,0,0,0,0,0,0,0
rna-XM_020084864.1,0,0,131,8,22,6,86,0
rna-XM_020084892.1,0,8,57,0,0,0,0,48
rna-XM_020084872.1,0,3,158,3,3,14,174,0
rna-XM_020084879.1,263,257,66,198,350,235,82,241
rna-XM_020083264.1,0,118,4,740,6,0,8,606
rna-XM_020083255.1,490,404,707,6,511,608,614,102
rna-XM_020083271.1,3,0,3,0,0,0,0,0
rna-XM_020082474.1,0,0,45,0,0,0,0,50
rna-XM_020082495.1,0,0,0,0,0,0,0,0
rna-XR_002202538.1,0,6,74,5,18,0,260,0
rna-XR_002202539.1,0,0,0,0,0,0,0,0
rna-XM_020082444.1,0,0,0,1,0,0,0,0
rna-XM_020081976.1,655,740,1140,919,573,750,1084,1404
rna-XM_020081954.1,620,859,133,59,202,138,681,18
rna-XM_020081945.1,330,201,746,500,400,705,109,853
rna-XM_020081963.1,98,59,18,0,228,56,106,88
rna-XM_020082452.1,433,387,333,168,525,221,427,317
rna-XM_020082487.1,294,154,377,264,315,137,0,270
rna-XM_020082462.1,19,104,135,0,0,170,0,72
rna-XM_020082352.1,7,0,25,9,16,11,13,30
rna-XM_020082338.1,143,129,135,73,177,143,173,208
rna-XM_020082364.1,12647,10428,12752,13430,9204,9603,11128,10789
rna-XM_020082325.1,482,464,613,218,491,463,599,795
rna-XM_020078980.1,2360,1957,2623,2215,2225,1582,1651,1814
rna-XM_020082417.1,498,318,397,245,495,331,368,433
rna-XM_020091028.1,0,0,0,0,2,0,0,0
rna-XM_020091103.1,0,0,0,0,4,10,12,0
rna-XM_020080227.1,251,198,339,197,257,240,290,409
rna-XM_020080240.1,448,533,633,346,518,518,383,431
rna-XM_020080248.1,231,271,348,137,296,231,184,187
rna-XM_020080257.1,2464,2259,3125,1579,2854,2352,2910,2823
rna-XM_020083530.1,490,372,493,416,583,457,518,482
rna-XM_020083517.1,498,536,944,561,839,685,819,1361
rna-XM_020079006.1,0,3,0,0,0,0,0,0
rna-XM_020079015.1,0,0,0,0,0,0,0,0
rna-XM_020079024.1,0,0,0,0,0,0,0,0
rna-XM_020094259.1,184,132,202,202,167,179,186,173
rna-XM_020094387.1,0,0,0,0,0,0,2,10
rna-XM_020083793.1,0,0,0,0,0,0,0,0
rna-XM_020083801.1,0,0,0,0,0,0,0,0
rna-XM_020083808.1,0,0,0,0,0,0,0,0
rna-XM_020083786.1,178,196,180,70,294,173,228,229
rna-XM_020078642.1,105,106,93,51,69,124,72,43
rna-XM_020094501.1,13,7,16,0,16,19,22,12
rna-XM_020086108.1,1744,1379,1152,541,825,1416,1123,423
rna-XM_020081259.1,0,0,0,0,0,0,0,0
rna-XM_020081280.1,0,0,0,0,0,0,73,83
rna-XM_020081270.1,95,75,129,116,100,90,33,34
rna-XM_020081247.1,34,42,41,24,18,55,39,78
rna-XM_020081221.1,0,0,0,0,0,0,0,0
rna-XM_020081211.1,116,91,201,63,176,86,98,71
rna-XM_020081232.1,23,31,21,20,15,22,23,29
rna-XM_020085684.1,380,319,370,120,199,173,198,263
rna-XM_020085675.1,2321,2552,2262,2344,2591,2630,3278,4148
rna-XM_020085530.1,520,501,982,1137,591,652,1035,913
rna-XM_020079619.1,0,0,0,0,0,0,0,0
rna-XM_020082415.1,80,67,123,163,102,204,282,414
rna-XM_020085775.1,0,0,10,0,0,0,0,0
rna-XM_020085766.1,0,0,13,0,22,8,23,10
rna-XM_020080886.1,0,0,0,0,0,0,0,0
rna-XM_020080893.1,0,4,0,3,0,0,0,0
rna-XM_020080911.1,0,6,0,7,0,3,5,0
rna-XM_020080920.1,0,0,0,0,0,0,0,0
rna-XM_020080938.1,0,0,0,0,0,0,0,0
rna-trnav-uac,0,0,0,0,0,0,0,0
rna-XM_020080981.1,0,0,261,152,138,110,0,9
rna-XM_020080958.1,0,11,11,0,10,18,7,11
rna-XM_020080901.1,122,98,137,476,106,122,138,249
rna-XM_020080947.1,42,12,45,119,5,49,64,5
rna-XM_020080929.1,6,5,0,0,0,0,0,0
rna-XM_020080971.1,288,282,0,7,221,147,325,345
rna-XM_020084291.1,237,239,229,167,153,246,269,331
rna-XM_020082718.1,169,158,349,107,170,231,267,415
rna-XM_020094632.1,0,0,0,0,0,0,0,0
rna-XM_020081472.1,0,0,0,135,0,147,0,16
rna-XM_020081386.1,0,352,0,0,0,0,309,0
rna-XM_020081405.1,0,0,0,0,427,0,0,309
rna-XM_020081411.1,0,6,8,0,7,1,1,1
rna-XM_020081428.1,0,0,0,0,0,0,1,0
rna-XM_020081444.1,0,0,0,0,0,0,0,0
rna-XM_020081455.1,0,0,0,0,0,7,8,9
rna-XM_020081463.1,0,0,0,0,0,0,4,0
rna-XM_020081480.1,0,0,0,0,0,1,5,1
rna-XM_020081491.1,73,152,169,159,128,148,114,125
rna-XM_020081396.1,193,0,387,43,0,189,0,0
rna-XM_020081436.1,175,0,0,0,0,3,0,0
rna-XM_020081420.1,7,0,0,4,9,4,1,3
rna-XM_020082730.1,506,380,274,131,451,308,260,207
rna-XM_020080038.1,0,308,577,335,165,387,226,312
rna-XM_020080047.1,323,1,2,9,184,97,198,0
rna-XM_020080030.1,314,281,175,9,252,95,245,316
rna-XR_002202437.1,73,69,7,12,107,0,62,0
rna-XM_020080085.1,278,484,894,574,332,837,896,975
rna-XM_020080060.1,0,26,39,7,392,44,4,0
rna-XM_020080071.1,1248,1517,2358,1590,1872,1625,1362,2012
rna-XM_020094874.1,16,13,28,60,9,7,21,88
rna-XM_020082632.1,0,0,0,0,0,0,4,0
rna-XM_020082796.1,0,0,0,0,0,0,0,0
rna-XM_020082546.1,0,0,0,0,0,0,0,0
rna-XM_020082713.1,0,0,0,0,0,0,0,0
rna-XM_020094989.1,284,309,314,170,345,254,248,290
rna-XM_020084853.1,42,40,41,79,28,28,37,39
rna-XM_020095128.1,150,172,159,88,135,118,150,235
rna-XR_002202581.1,0,0,3,0,0,0,0,1
rna-XM_020080401.1,0,0,0,0,0,0,0,181
rna-XM_020080423.1,0,0,0,0,0,0,14,20
rna-XM_020080455.1,0,0,7,0,0,0,0,0
rna-XM_020080446.1,0,2,0,0,4,0,0,3
rna-XM_020083486.1,4,0,1,3,0,0,0,4
rna-XM_020080412.1,932,847,571,326,676,614,505,247
rna-XR_002202452.1,3,5,6,0,0,0,16,8
rna-XM_020080392.1,29,36,87,59,51,64,118,0
rna-XM_020080463.1,4,15,0,0,9,3,3,1
rna-XM_020080437.1,1052,1130,1407,1048,1393,807,859,1754
rna-XM_020084947.1,93,80,118,65,98,80,88,128
rna-XM_020079883.1,0,1328,2461,407,2112,2558,0,142
rna-XM_020079897.1,0,0,24,0,371,0,0,0
rna-XM_020079891.1,0,288,0,0,0,0,0,0
rna-XM_020079906.1,0,0,0,1662,0,0,0,3991
rna-XM_020079923.1,0,0,0,0,0,0,0,0
rna-XM_020079944.1,0,0,0,0,0,0,0,0
rna-XM_020079990.1,0,0,0,0,0,0,0,0
rna-XM_020079934.1,0,0,0,0,0,0,0,0
rna-XM_020079981.1,0,0,0,0,0,0,0,0
rna-XM_020079961.1,0,0,0,0,0,0,0,0
rna-XM_020079954.1,0,0,0,0,0,0,0,0
rna-XM_020079878.1,0,0,0,0,0,16,0,0
rna-XM_020079915.1,2715,926,0,0,0,786,3498,724
rna-XM_020079971.1,433,0,414,121,359,275,471,1014
rna-XM_020080002.1,10,0,0,0,0,0,0,0
rna-XM_020079873.1,1197,938,1398,370,1099,1126,1174,1790
rna-XM_020083179.1,0,53,0,34,0,0,0,76
rna-XM_020083187.1,1229,1392,1218,1156,1092,952,1113,1404
rna-XM_020083195.1,142,127,156,80,118,173,144,152
rna-XM_020083205.1,32,3,60,2,3,0,0,0
rna-XM_020082282.1,0,8,17,7,26,0,23,26
rna-XR_002202577.1,0,0,0,0,0,0,0,4
rna-XR_002202576.1,6,15,31,14,0,0,6,16
rna-XM_020083218.1,125,231,202,99,159,128,117,294
rna-XM_020084713.1,0,0,0,0,0,0,0,0
rna-XM_020084828.1,17,16,74,28,63,30,31,46
rna-XM_020084470.1,0,4,0,0,0,0,0,0
rna-XM_020084463.1,32,66,110,459,42,17,75,391
rna-XM_020084500.1,5,1,13,1,4,503,12,0
rna-XM_020084491.1,266,245,0,288,459,0,0,479
rna-XM_020084482.1,272,244,1053,192,384,0,864,1430
rna-XM_020084449.1,49,40,47,16,25,14,35,58
rna-XM_020084595.1,1092,1068,1593,817,1140,1117,1356,2314
rna-XM_020082547.1,2018,1588,3801,2013,2433,1387,1682,1329
rna-XM_020082533.1,267,321,360,420,497,277,328,318
rna-XM_020085789.1,654,535,776,324,617,729,731,1074
rna-XM_020084918.1,407,283,318,436,194,308,444,781
rna-XM_020086417.1,178,96,121,64,196,144,111,101
rna-XM_020080790.1,214,133,234,176,236,157,204,288
rna-XM_020080778.1,293,233,409,232,314,261,284,364
rna-XM_020080722.1,0,0,0,0,0,0,0,0
rna-XR_002202459.1,0,0,0,0,0,0,0,0
rna-XM_020080763.1,0,0,0,0,11,0,0,0
rna-XM_020080750.1,1443,1361,658,360,1143,1318,971,882
rna-XM_020080730.1,133,34,67,0,33,54,0,19
rna-XM_020080738.1,153,619,419,242,114,126,635,433
rna-XR_002202461.1,2,1,2,0,6,1,0,0
rna-XM_020081534.1,38,55,120,61,55,40,61,128
rna-XM_020086368.1,0,0,0,0,0,0,0,0
rna-XM_020086376.1,0,5,0,0,0,0,0,0
rna-XM_020086385.1,0,0,0,0,0,0,0,0
rna-XM_020086361.1,16,37,27,68,0,31,26,29
rna-XM_020085940.1,29,21,51,30,38,29,50,57
rna-XM_020082624.1,14,5,27,14,17,26,17,24
rna-XM_020082612.1,215,307,449,295,373,277,454,635
rna-XM_020081522.1,0,0,39,0,0,0,0,0
rna-XM_020095259.1,4,0,0,2,7,4,5,0
rna-XM_020081502.1,1754,1492,1522,978,1312,2072,2487,2345
rna-XM_020081513.1,80,48,66,0,48,0,83,94
rna-XM_020085352.1,84,70,91,92,75,55,51,103
rna-XM_020079790.1,19,13,159,24,22,37,67,51
rna-XM_020085309.1,0,0,173,0,0,0,0,0
rna-XM_020085284.1,6486,2071,3005,3498,3454,4900,6444,7571
rna-XM_020085292.1,54,1158,1320,0,181,0,0,0
rna-XM_020085301.1,55,1445,703,28,433,282,568,1
rna-XM_020085318.1,7,0,0,0,0,0,0,0
rna-XM_020095378.1,15,17,13,9,28,22,11,19
rna-XM_020079726.1,3,0,3,0,0,0,0,0
rna-XM_020086240.1,154,147,299,153,263,155,144,360
rna-XM_020087938.1,72,218,0,175,0,175,158,164
rna-XM_020088020.1,176,20,232,13,262,19,126,214
rna-XM_020078805.1,624,542,1262,554,864,572,979,455
rna-XM_020082385.1,0,0,0,8,0,0,14,0
rna-XM_020086019.1,0,0,0,0,0,0,0,0
rna-XM_020078795.1,0,0,0,0,0,0,0,0
rna-XR_002202408.1,0,0,0,0,0,0,0,0
rna-XM_020084391.1,0,0,0,0,0,0,0,0
rna-XM_020084213.1,0,0,0,0,0,0,0,0
rna-XM_020084033.1,0,0,0,0,0,0,0,0
rna-XM_020084305.1,0,0,3,0,0,0,0,0
rna-XM_020079331.1,0,0,0,0,0,0,0,0
rna-XM_020078716.1,0,0,0,0,0,0,166,194
rna-XM_020078708.1,0,0,0,0,0,0,0,0
rna-XM_020081144.1,0,0,12,14,0,0,0,10
rna-XM_020081153.1,0,0,0,0,0,0,0,0
rna-XM_020082176.1,0,0,0,0,0,0,0,0
rna-XM_020082185.1,0,0,0,40,0,0,0,0
rna-XM_020082113.1,0,0,0,128,139,77,137,159
rna-XM_020082152.1,0,0,0,0,0,0,0,0
rna-XM_020082122.1,0,157,210,0,0,0,0,0
rna-XM_020082142.1,0,0,0,0,0,0,0,0
rna-XM_020082422.1,0,0,368,0,0,1,0,0
rna-XM_020082430.1,0,0,0,0,0,6,0,0
rna-XM_020090903.1,0,0,0,0,0,0,0,0
rna-XM_020090822.1,0,0,6,0,11,2,11,16
rna-XM_020082377.1,459,394,594,740,409,463,573,819
rna-XM_020085930.1,106,73,107,55,146,73,86,134
rna-XM_020092021.1,3,5,6,0,7,6,7,0
rna-XM_020083964.1,31,51,49,7,65,30,37,41
rna-XM_020084122.1,7,0,5,0,8,0,11,0
rna-XM_020078700.1,30,17,13,10,17,44,0,4
rna-XM_020081129.1,387,271,477,283,445,306,390,541
rna-XM_020081116.1,1433,1769,1609,967,1321,1278,1823,1457
rna-XM_020081381.1,3329,4777,4331,3856,5011,4560,4948,4471
rna-XM_020082166.1,4,0,15,0,0,0,5,0
rna-XM_020082199.1,59,64,121,51,85,62,73,134
rna-XM_020082132.1,151,0,0,0,0,0,0,0
rna-XM_020082410.1,118,226,0,44,286,137,102,190
rna-XM_020082398.1,351,456,322,370,557,495,388,384
rna-XM_020079464.1,8,0,7,0,0,0,0,5
rna-XM_020090734.1,46,90,121,20,114,55,86,53
rna-XM_020085444.1,230111,155609,162088,151404,160376,183219,241602,346050
rna-XM_020084816.1,0,177,1,1,7,2,2,0
rna-XM_020084824.1,0,0,0,0,1,1,254,0
rna-XM_020084833.1,0,9,183,338,0,0,0,0
rna-XM_020084841.1,216,9,62,109,238,145,32,272
rna-XM_020089880.1,7,0,0,8,0,0,0,0
rna-XM_020081990.1,286,244,425,309,279,192,253,335
rna-XM_020082004.1,1431,34,1312,72,1486,48,45,753
rna-XM_020082013.1,441,1657,474,1505,412,1089,1116,155
rna-XM_020085659.1,389,240,603,237,731,260,272,366
rna-XM_020080269.1,216,210,1659,242,770,264,525,308
rna-XM_020080330.1,0,9,0,0,0,0,0,0
rna-XM_020080321.1,0,8,0,0,0,0,0,8
rna-XM_020080339.1,0,0,5,0,0,0,0,0
rna-XM_020080313.1,37,16,32,5,39,17,31,31
rna-XM_020080302.1,0,0,374,8,5,4,6,291
rna-XM_020080350.1,245,141,371,258,278,230,340,769
rna-XM_020080294.1,606,556,595,351,679,666,1261,872
rna-XM_020080280.1,3,3,5,11,4,8,4,6
rna-XM_020078531.1,451,329,467,291,349,237,298,250
rna-XM_020085375.1,0,0,0,0,8,0,0,0
rna-XM_020085366.1,21,12,9,0,6,27,28,15
rna-XM_020081861.1,0,0,118,0,0,75,318,0
rna-XM_020081851.1,0,0,0,0,0,0,0,0
rna-XM_020081842.1,0,0,0,0,0,0,0,0
rna-XM_020081880.1,315,216,307,115,311,234,286,326
rna-XM_020081834.1,4,178,0,115,11,8,10,14
rna-XM_020081868.1,204,0,164,0,234,131,13,370
rna-XM_020081823.1,5,22,18,8,34,15,28,26
rna-XM_020095481.1,25,21,11,23,11,6,18,24
rna-XM_020084686.1,755,615,734,471,652,521,581,830
rna-XM_020079381.1,9,7,0,4,0,0,7,0
rna-XM_020081594.1,0,0,0,0,0,0,0,0
rna-XM_020081675.1,0,8,4,43,0,0,0,10
rna-XM_020081507.1,0,0,0,3,0,0,0,0
rna-XM_020081742.1,0,0,0,0,0,0,0,0
rna-XM_020081822.1,0,0,0,0,0,0,0,0
rna-XM_020086437.1,410,318,777,468,469,400,530,772
rna-XM_020085647.1,0,0,0,0,0,0,0,0
rna-XM_020085641.1,0,0,0,0,0,0,0,0
rna-XM_020085628.1,67,9,51,30,52,30,49,18
rna-XM_020085635.1,4,24,0,0,0,0,0,0
rna-XM_020085617.1,0,0,0,7,0,0,10,16
rna-XM_020083830.1,3855,2855,3333,2728,3968,2594,2507,3159
rna-XM_020096098.1,0,0,0,0,0,0,0,0
rna-XM_020083884.1,0,0,122,148,8,280,0,277
rna-XM_020083876.1,823,611,655,257,742,372,690,470
rna-XM_020078089.1,2,1,3,0,5,4,0,5
rna-XM_020096231.1,0,10,16,4,7,13,3,9
rna-XM_020096362.1,0,5,0,0,6,6,10,0
rna-XM_020078430.1,0,1,5,1,5,1,0,3
rna-XM_020096488.1,0,0,0,1,0,0,0,0
rna-XM_020078283.1,9,8,11,10,6,9,4,10
rna-XM_020113797.1,66,132,185,88,104,124,105,134
rna-XM_020096859.1,0,0,0,0,0,0,0,2
rna-XM_020092763.1,0,3,2,5,4,3,7,4
rna-XM_020096603.1,3,0,0,4,5,7,5,4
rna-XM_020078186.1,3,5,3,1,2,9,3,3
rna-XM_020092643.1,3,6,8,2,9,2,10,7
rna-XM_020097467.1,0,0,0,0,6,3,3,0
rna-XM_020097355.1,5,0,8,4,6,8,14,10
rna-XM_020097710.1,0,0,0,0,0,5,0,0
rna-XM_020113964.1,0,0,0,0,0,0,0,0
rna-XM_020114029.1,227,226,326,121,241,219,659,432
rna-XM_020113890.1,2,0,2,2,0,2,2,0
rna-XM_020077987.1,282,504,467,340,515,398,0,180
rna-XM_020098196.1,0,0,0,0,0,0,0,0
rna-XM_020083243.1,819,873,1110,608,955,930,1131,890
rna-XM_020083960.1,13,8,11,0,0,7,18,13
rna-XM_020083971.1,0,0,0,0,0,0,0,0
rna-XM_020085913.1,74,94,181,40,163,89,128,108
rna-XM_020085925.1,13,7,16,27,6,17,17,23
rna-XM_020087417.1,12,13,12,4,16,13,27,14
rna-XM_020085496.1,0,4,14,0,5,4,0,5
rna-XM_020085501.1,0,0,55,0,0,13,0,0
rna-XM_020084337.1,0,0,0,0,0,0,0,0
rna-XM_020084345.1,0,0,0,0,0,0,0,0
rna-XM_020084357.1,0,0,0,0,0,0,0,0
rna-XM_020084371.1,0,0,0,0,0,0,0,0
rna-XM_020084324.1,0,0,0,0,0,0,0,0
rna-XM_020084315.1,0,0,0,0,0,0,0,0
rna-XM_020081888.1,0,0,73,67,0,0,0,0
rna-XM_020081896.1,0,0,0,0,0,5,0,0
rna-XM_020081918.1,0,0,0,0,0,0,0,0
rna-XM_020085508.1,91,59,0,44,68,78,93,70
rna-XM_020086120.1,66,51,132,84,63,38,80,140
rna-XM_020098315.1,12,14,28,8,19,23,31,24
rna-XM_020084306.1,18,0,5,7,13,10,0,3
rna-XM_020081904.1,614,428,141,122,497,278,41,59
rna-XM_020081912.1,244,402,681,719,353,510,799,959
rna-XM_020081933.1,49,39,70,68,25,12,11,28
rna-XM_020081923.1,8,22,82,77,18,13,21,12
rna-XM_020085820.1,0,0,0,0,0,0,0,0
rna-XM_020085811.1,3,0,0,0,0,0,0,0
rna-XM_020085803.1,146,115,103,203,125,84,116,73
rna-XM_020083023.1,455,368,484,282,420,472,430,498
rna-XM_020086252.1,448,398,346,186,387,277,271,309
rna-XM_020083153.1,0,0,0,3,0,0,0,0
rna-XM_020083144.1,0,0,0,8,0,0,0,0
rna-XM_020083136.1,41,4,29,0,22,15,0,48
rna-XM_020078847.1,0,0,12,233,2,0,0,3
rna-XM_020098435.1,0,0,8,0,0,0,7,0
rna-XM_020083323.1,0,0,0,0,0,0,0,0
rna-XM_020083302.1,0,0,0,0,0,0,0,0
rna-XM_020083311.1,0,379,676,0,675,474,0,494
rna-XM_020083293.1,0,0,0,0,0,4,0,0
rna-XM_020078883.1,0,9,14,0,14,16,14,0
rna-XM_020086187.1,0,0,0,0,0,0,0,0
rna-XM_020079659.1,0,0,0,0,0,0,0,0
rna-XM_020079675.1,0,0,0,0,0,0,0,0
rna-XM_020079667.1,0,0,0,0,0,0,0,0
rna-XM_020086213.1,250,264,296,249,309,289,258,157
rna-XM_020079235.1,77,59,71,110,78,39,36,43
rna-XM_020080519.1,159,101,118,80,142,96,117,134
rna-XM_020082024.1,489,407,596,376,560,546,848,924
rna-XM_020082037.1,69,83,110,106,130,71,122,148
rna-XM_020083013.1,412,333,482,395,359,422,550,829
rna-XM_020082998.1,105,128,84,88,185,105,163,106
rna-XM_020083284.1,521,0,0,265,0,0,363,0
rna-XM_020086178.1,12,25,35,20,13,22,30,50
rna-XM_020086200.1,203,154,87,93,176,84,89,131
rna-XM_020091893.1,19,15,17,14,16,7,33,12
