transcript_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
rna-XM_020082984.1,139,130,129,204,127,122,162,222
rna-XM_020082964.1,83,0,87,0,83,61,105,129
rna-XM_020082972.1,2,70,0,100,0,13,0,0
rna-XM_020086014.1,16,105,254,24,64,47,34,261
rna-XM_020086023.1,254,104,206,204,243,164,272,170
rna-XM_020085580.1,178,151,435,158,332,175,198,303
rna-XM_020082751.1,0,294,0,293,10,14,51,0
rna-XM_020082776.1,0,0,0,166,0,13,0,90
rna-XM_020082758.1,0,0,138,0,0,0,0,29
rna-XM_020079093.1,0,0,0,0,0,0,0,0
rna-XM_020093390.1,0,0,0,0,0,0,0,0
rna-XM_020086273.1,89,207,123,199,115,96,88,140
rna-XM_020082801.1,413,36,143,323,15,49,447,534
rna-XM_020082792.1,32,0,126,356,228,228,43,41
rna-XM_020082768.1,3,13,136,359,0,0,39,84
rna-XM_020082784.1,1,0,156,243,171,226,39,42
rna-XM_020082742.1,1,61,123,335,0,0,44,131
rna-XM_020085833.1,391,256,248,149,303,225,354,284
rna-XM_020084529.1,511,387,1107,711,880,427,562,2539
rna-XM_020080380.1,2638,1830,2285,1230,2586,1069,711,601
rna-XM_020080362.1,395,262,534,214,411,351,418,504
rna-XM_020080371.1,17,99,5,33,87,3,33,46
rna-XM_020089316.1,42,53,121,103,80,58,107,103
rna-XM_020079748.1,449,440,370,353,407,623,480,209
rna-XM_020084074.1,928,1377,1045,674,1386,1365,1163,1220
rna-XM_020094020.1,240,301,427,231,308,255,281,319
rna-XM_020078666.1,0,0,0,0,0,0,0,0
rna-XM_020078675.1,0,0,0,0,0,0,0,0
rna-trnal-caa,0,0,0,0,0,0,0,0
rna-XM_020084436.1,0,0,720,0,0,0,0,104
rna-XM_020084427.1,1378,1280,694,866,914,1445,2093,1201
rna-XM_020079425.1,0,0,0,0,0,0,0,0
rna-XM_020079585.1,21,3,0,0,0,0,0,5
rna-XM_020079416.1,12,3,0,0,0,0,0,0
rna-XM_020085591.1,0,0,0,37,0,0,0,0
rna-XM_020085599.1,131,207,136,110,190,165,152,80
rna-XM_020078859.1,88,78,67,23,95,71,102,102
rna-XM_020079831.1,8,0,0,0,0,3,0,0
rna-XM_020084617.1,0,0,23,0,58,0,37,0
rna-XM_020084625.1,0,17,0,0,0,15,0,0
rna-XM_020084634.1,0,0,0,0,0,0,4,0
rna-XM_020084639.1,0,0,0,0,0,0,0,0
rna-XM_020084647.1,0,0,0,0,0,0,0,0
rna-XM_020084656.1,0,0,0,0,0,0,0,0
rna-XM_020084608.1,28,38,34,23,5,35,7,23
rna-XM_020096230.1,0,18,0,0,0,0,0,0
rna-XM_020100324.1,0,0,0,0,0,0,0,0
rna-XM_020101940.1,0,0,0,0,0,0,0,0
rna-XM_020102741.1,0,0,0,0,0,0,0,0
rna-XM_020097065.1,0,34,0,0,0,0,0,0
rna-XM_020097869.1,0,0,0,0,0,0,30,0
rna-XM_020099511.1,0,0,79,31,95,0,11,0
rna-XM_020101158.1,0,0,0,0,0,0,20,0
rna-XM_020081187.1,0,0,0,0,0,81,36,127
rna-XM_020083396.1,0,0,2,0,0,0,0,0
rna-XR_002202580.1,0,0,0,0,0,0,0,0
rna-XM_020087006.1,0,0,0,0,0,0,0,0
rna-XM_020087089.1,0,0,0,0,0,0,0,0
rna-XM_020098686.1,52,34,0,28,0,46,37,108
rna-XM_020085002.1,2425,3778,1877,1118,1185,2029,1898,930
rna-XM_020081178.1,925,753,809,348,1026,733,692,632
rna-XM_020081197.1,78,59,58,16,87,34,26,75
rna-XM_020084930.1,32,34,71,38,52,38,39,25
rna-XM_020084942.1,499,345,425,244,376,284,262,367
rna-XM_020083386.1,115,66,101,85,139,75,92,74
rna-XM_020083424.1,37663,26448,35246,39267,32212,29350,32320,39855
rna-XM_020083413.1,233,184,228,188,184,150,184,256
rna-XM_020083264.1,405,312,515,668,481,541,10,544
rna-XM_020083255.1,43,165,163,5,6,6,553,112
rna-XM_020083271.1,3,0,2,0,0,0,0,0
rna-XM_020094874.1,15,8,27,59,8,9,17,93
rna-XM_020082632.1,0,0,0,0,0,0,4,0
rna-XM_020082796.1,0,0,0,0,0,0,0,0
rna-XM_020082546.1,0,0,0,0,0,0,0,0
rna-XM_020082713.1,0,0,0,0,0,0,0,0
rna-XM_020094989.1,280,296,286,164,313,255,249,262
rna-XM_020084853.1,38,43,39,74,31,28,35,41
rna-XM_020095128.1,117,127,125,73,114,90,113,172
rna-XR_002202581.1,0,0,2,0,0,0,0,1
rna-XM_020080401.1,0,0,0,0,0,0,0,191
rna-XM_020080423.1,0,0,12,0,0,0,11,19
rna-XM_020080446.1,0,1,0,0,0,0,0,2
rna-XM_020083486.1,3,0,3,3,0,0,0,4
rna-XM_020080412.1,885,813,578,318,659,610,489,228
rna-XR_002202452.1,5,5,7,0,6,3,22,13
rna-XM_020080392.1,34,42,80,57,45,61,126,0
rna-XM_020080463.1,4,49,0,0,27,0,3,3
rna-XM_020080455.1,15,0,27,19,7,4,0,0
rna-XM_020080437.1,949,997,1256,895,1273,718,752,1563
rna-XM_020079883.1,0,1017,68,26,1620,1340,52,168
rna-XM_020079897.1,0,0,8,0,7,0,31,0
rna-XM_020079906.1,0,0,1790,1647,0,0,0,2674
rna-XM_020079923.1,0,0,0,0,6,0,0,0
rna-XM_020079944.1,0,0,0,0,0,0,0,0
rna-XM_020079990.1,0,0,0,0,18,0,0,0
rna-XM_020079934.1,0,0,0,0,0,0,0,0
rna-XM_020079981.1,0,0,0,0,0,0,0,0
rna-XM_020079961.1,0,0,0,0,0,0,6,0
rna-XM_020079954.1,0,0,0,0,0,0,67,0
rna-XM_020079878.1,0,0,0,0,0,12,0,0
rna-XM_020079891.1,6,638,0,0,0,0,0,0
rna-XM_020079915.1,2104,618,0,0,0,1275,718,476
rna-XM_020079971.1,720,0,649,228,849,546,2560,1689
rna-XM_020080002.1,10,0,0,0,0,0,0,0
rna-XM_020079873.1,1191,915,1350,337,1061,1101,1101,1690
rna-XM_020082282.1,0,7,15,6,19,7,19,25
rna-XM_020084470.1,0,5,13,0,0,5,0,0
rna-XM_020084463.1,27,56,93,402,39,15,74,350
rna-XM_020084500.1,5,1,1,3,4,436,3,0
rna-XM_020084491.1,202,124,165,237,392,0,0,252
rna-XM_020084482.1,297,323,820,193,391,0,789,1471
rna-XM_020084449.1,43,46,45,25,29,16,38,66
rna-XM_020092455.1,0,0,0,5,0,0,0,0
rna-XM_020092525.1,0,0,0,0,0,0,0,0
rna-XM_020084883.1,0,0,0,0,0,6,0,0
rna-XM_020084864.1,0,0,105,0,143,0,112,0
rna-XM_020084892.1,0,5,26,141,0,12,0,214
rna-XM_020084872.1,0,3,174,14,101,12,156,36
rna-trnae-uuc,0,0,0,0,0,0,0,0
rna-XM_020082474.1,0,0,53,54,0,0,0,33
rna-XM_020082495.1,0,0,0,0,33,0,0,0
rna-XR_002202538.1,0,0,44,0,140,0,267,0
rna-XR_002202539.1,0,0,0,0,16,0,0,0
rna-XM_020082444.1,0,0,0,0,0,0,0,0
rna-XM_020094141.1,0,0,0,0,0,0,0,0
rna-XM_020091028.1,0,0,0,0,2,0,0,0
rna-XM_020091103.1,0,0,0,0,4,10,11,0
rna-XM_020079006.1,0,3,7,0,0,0,0,0
rna-XM_020079015.1,0,0,0,0,0,0,0,0
rna-XM_020079024.1,0,0,0,0,0,0,0,0
rna-XM_020083793.1,0,0,0,0,0,0,0,0
rna-XM_020083801.1,0,0,0,0,0,0,0,0
rna-XM_020083808.1,0,0,0,0,0,0,0,0
rna-XM_020094387.1,0,0,0,0,0,0,2,5
rna-XM_020081259.1,0,0,0,0,0,0,0,0
rna-XM_020081280.1,0,0,0,0,0,0,2,88
rna-XM_020081221.1,0,9,0,0,24,0,0,0
rna-XM_020080886.1,0,0,0,113,0,0,0,0
rna-XM_020080893.1,0,3,4,212,0,0,0,1
rna-XM_020080911.1,0,7,0,87,6,25,167,3
rna-XM_020080920.1,0,0,0,0,0,0,0,0
rna-XM_020080938.1,0,0,0,0,0,0,0,0
rna-trnav-uac,0,0,0,0,0,0,0,0
rna-XM_020080981.1,0,12,0,2,82,29,31,167
rna-XM_020085775.1,0,0,0,0,8,0,0,0
rna-XM_020085766.1,0,8,24,0,12,9,23,9
rna-XM_020086344.1,0,0,0,0,0,0,0,0
rna-XM_020086351.1,0,0,0,0,0,0,0,0
rna-XM_020081472.1,0,0,4,0,2,0,0,16
rna-XM_020081386.1,0,0,0,0,0,0,1,0
rna-XM_020081405.1,0,0,195,0,279,0,0,303
rna-XM_020081411.1,0,27,10,0,14,7,0,3
rna-XM_020081428.1,0,0,0,0,0,3,2,0
rna-XM_020081444.1,0,0,0,0,0,0,1,0
rna-XM_020081455.1,0,0,0,0,0,1,9,2
rna-XM_020081463.1,0,0,0,0,0,102,0,8
rna-XM_020081480.1,0,0,0,0,1,1,8,0
rna-XR_002202436.1,0,0,0,0,0,0,0,0
rna-XM_020094632.1,0,0,0,0,0,0,0,0
rna-XM_020085554.1,0,0,0,0,0,0,0,3
rna-XM_020085405.1,0,0,0,0,0,0,0,0
rna-XM_020085317.1,0,0,0,0,0,0,0,0
rna-XM_020085480.1,0,0,0,0,0,0,0,0
rna-XM_020094759.1,0,0,0,0,0,0,0,0
rna-XM_020080038.1,0,95,341,341,206,371,256,350
rna-XM_020080060.1,0,180,38,122,614,19,2,12
rna-XM_020079597.1,0,0,0,0,0,0,0,0
rna-XR_002202542.1,0,0,0,0,0,0,0,0
rna-XR_002202541.1,0,0,0,0,0,0,0,0
rna-XR_002202543.1,0,0,0,0,0,0,0,0
rna-XM_020082572.1,0,0,0,0,0,0,0,0
rna-XM_020082581.1,0,0,0,0,0,0,0,0
rna-XM_020082560.1,0,0,0,0,0,0,0,0
rna-XM_020084879.1,249,233,76,28,94,192,30,0
rna-XM_020081976.1,569,643,1011,810,516,658,958,1226
rna-XM_020081945.1,723,575,609,473,459,670,698,764
rna-XM_020081954.1,168,368,164,44,218,102,96,67
rna-XM_020081963.1,54,41,17,10,100,48,37,40
rna-XM_020082452.1,397,301,336,145,351,153,355,250
rna-XM_020082487.1,199,200,361,203,185,214,0,304
rna-XM_020082462.1,95,72,105,0,81,125,0,48
rna-XM_020082352.1,7,12,27,11,16,14,15,30
rna-XM_020082338.1,140,116,132,75,179,139,186,190
rna-XM_020082364.1,10130,8472,11371,11477,7796,8291,9318,8946
rna-XM_020082325.1,452,461,608,209,486,451,594,751
rna-XM_020078980.1,2014,1682,2224,1854,1892,1382,1410,1502
rna-XM_020082417.1,506,338,410,250,481,357,375,446
rna-XM_020080240.1,425,459,555,291,466,457,361,381
rna-XM_020080248.1,203,249,305,129,269,225,169,172
rna-XM_020080257.1,2247,2076,2881,1383,2650,2134,2568,2548
rna-XM_020080227.1,238,192,306,178,234,234,267,386
rna-XM_020083530.1,596,441,628,477,715,557,594,627
rna-XM_020083517.1,488,490,974,554,830,690,833,1318
rna-XM_020094259.1,179,118,191,178,139,167,180,158
rna-XM_020083786.1,169,175,179,67,270,154,225,199
rna-XM_020086108.1,1551,1221,1019,494,725,1209,961,358
rna-XM_020078642.1,113,98,88,50,63,113,71,39
rna-XM_020094501.1,10,7,12,0,9,15,17,12
rna-XM_020081270.1,102,84,134,129,102,107,117,41
rna-XM_020081247.1,37,36,40,30,15,61,37,74
rna-XM_020081211.1,112,83,211,67,150,84,93,63
rna-XM_020081232.1,25,35,22,23,22,28,25,35
rna-XM_020085684.1,374,385,420,203,267,157,191,195
rna-XM_020085675.1,2159,2304,2032,2045,2366,2446,3013,3813
rna-XM_020085530.1,515,483,1007,1160,555,636,1025,946
rna-XM_020080901.1,122,103,133,1,112,123,0,241
rna-XM_020080947.1,42,9,48,201,4,34,34,17
rna-XM_020080929.1,5,4,0,5,0,0,0,0
rna-XM_020080971.1,316,283,273,158,280,234,305,184
rna-XM_020080958.1,10,13,18,0,14,20,10,12
rna-XM_020084291.1,234,224,218,167,141,219,257,295
rna-XM_020079619.1,3,4,0,0,0,0,0,0
rna-XM_020082415.1,77,66,117,153,94,193,274,396
rna-XM_020082730.1,484,359,249,127,413,279,224,172
rna-XM_020082718.1,186,164,386,112,186,251,309,416
rna-XM_020081491.1,66,134,150,156,121,114,106,105
rna-XM_020081396.1,206,329,195,183,93,47,276,0
rna-XM_020081436.1,160,0,0,0,0,212,0,0
rna-XM_020081420.1,5,0,0,2,30,4,10,0
rna-XM_020080030.1,356,121,270,10,244,100,182,237
rna-XM_020080047.1,262,338,137,12,152,76,204,0
rna-XR_002202437.1,109,56,56,9,73,34,49,0
rna-XM_020080085.1,201,432,742,500,323,698,754,858
rna-XM_020080071.1,1252,1316,2325,1390,1577,1623,1281,1865
rna-XR_002202577.1,0,0,0,0,0,0,0,4
rna-XM_020084947.1,84,67,113,52,95,71,83,116
rna-XM_020083195.1,660,281,112,149,520,482,80,346
rna-XM_020083187.1,362,316,468,127,96,1,0,102
rna-XM_020083205.1,150,185,155,214,173,568,704,0
rna-XM_020083179.1,144,708,614,705,322,0,364,1089
rna-XR_002202576.1,6,12,29,8,0,0,7,18
rna-XM_020083218.1,111,198,197,100,145,121,100,249
rna-XM_020084595.1,1145,1109,1665,814,1179,1122,1346,2225
rna-XM_020084713.1,0,0,0,0,0,0,0,0
rna-XM_020084828.1,15,13,70,26,51,23,29,43
rna-XM_020080763.1,0,1,0,0,8,4,3,1
rna-XM_020082547.1,1926,1526,3602,1860,2310,1344,1530,1263
rna-XM_020082533.1,234,308,327,392,455,253,301,271
rna-XM_020085789.1,608,474,706,300,570,646,629,967
rna-XM_020084918.1,418,280,307,420,192,296,454,746
rna-XM_020086417.1,155,85,106,62,169,130,97,84
rna-XM_020080790.1,223,133,206,173,223,153,190,295
rna-XM_020080778.1,273,222,363,219,272,234,246,329
rna-XM_020080750.1,743,888,611,301,490,986,944,657
rna-XM_020080738.1,689,862,422,242,641,375,509,463
rna-XM_020080722.1,87,64,0,0,0,0,0,0
rna-XM_020080730.1,52,19,40,2,80,36,2,52
rna-XR_002202459.1,11,3,0,0,2,0,0,3
rna-XR_002202461.1,13,3,0,0,4,0,0,3
rna-XM_020081534.1,33,56,109,52,53,39,58,126
rna-XM_020086368.1,0,1,0,0,0,0,0,0
rna-XM_020086376.1,0,0,0,3,10,0,0,0
rna-XM_020086385.1,0,0,0,0,0,0,0,0
rna-XM_020086361.1,16,35,26,57,1,34,24,25
rna-XM_020081522.1,0,0,19,0,19,43,27,27
rna-XM_020095259.1,5,0,0,2,5,5,4,0
rna-XM_020081502.1,1633,1394,1407,882,1190,1856,2197,2101
rna-XM_020081513.1,37,53,40,0,55,29,67,50
rna-XM_020085352.1,71,59,82,78,64,49,44,83
rna-XM_020085940.1,26,17,49,25,38,37,40,52
rna-XM_020082624.1,16,6,19,12,22,21,16,25
rna-XM_020082612.1,203,275,392,273,323,250,382,563
rna-XM_020079790.1,16,10,130,17,23,34,57,40
rna-XM_020095378.1,11,13,8,8,21,18,7,15
rna-XM_020092021.1,2,4,7,0,7,6,5,0
rna-XM_020082385.1,0,0,0,5,0,0,9,0
rna-XM_020086019.1,0,0,0,0,0,0,0,0
rna-XM_020082377.1,464,356,512,630,393,444,522,750
rna-XM_020085930.1,105,74,98,50,125,60,80,117
rna-XM_020085318.1,0,0,0,0,2,0,0,0
rna-XM_020085284.1,5492,1596,3685,2783,2734,3607,5419,6371
rna-XM_020085292.1,148,1257,510,98,279,0,267,0
rna-XM_020085301.1,34,1186,254,112,442,988,204,1
rna-XM_020085309.1,11,0,0,0,0,0,0,0
rna-XM_020085617.1,0,0,0,6,0,8,11,16
rna-XM_020083830.1,3566,2537,3000,2440,3574,2375,2252,2738
rna-XM_020096098.1,0,0,3,0,0,0,0,0
rna-XM_020083884.1,0,0,87,74,7,46,0,84
rna-XM_020083876.1,786,578,612,301,672,546,620,559
rna-XM_020078089.1,3,2,2,0,4,4,0,4
rna-XM_020096859.1,0,0,0,0,0,0,0,2
rna-XM_020097102.1,0,0,2,0,0,0,1,0
rna-XM_020096362.1,0,4,0,0,8,7,11,0
rna-XM_020078430.1,0,0,5,0,4,1,2,6
rna-XM_020096488.1,0,0,0,0,0,0,0,1
rna-XM_020096231.1,6,14,14,6,8,10,4,13
rna-XM_020078283.1,5,9,17,10,7,15,5,8
rna-XM_020113797.1,61,105,164,75,87,109,86,110
rna-XM_020097582.1,0,0,3,0,0,0,0,0
rna-XM_020097355.1,6,6,8,5,9,9,16,9
rna-XM_020097467.1,1,0,0,3,7,3,3,0
rna-XM_020097710.1,0,0,1,0,0,4,0,0
rna-XM_020092763.1,0,2,1,0,3,1,3,6
rna-XM_020096603.1,4,3,6,5,7,5,11,6
rna-XM_020078186.1,3,5,5,2,5,11,6,4
rna-XM_020092643.1,2,6,3,2,6,8,6,4
rna-XM_020113964.1,0,0,0,0,0,0,0,0
rna-XM_020114029.1,270,238,85,131,125,216,215,230
rna-XM_020113890.1,2,0,2,2,0,2,2,0
rna-XM_020077987.1,168,398,605,282,564,316,348,281
rna-XM_020083960.1,10,8,13,0,0,8,18,15
rna-XM_020083243.1,782,811,1047,581,902,887,1031,839
rna-XM_020085913.1,74,89,173,41,164,94,129,95
rna-XM_020085925.1,14,7,13,27,8,18,17,13
rna-XM_020098315.1,11,12,24,9,12,19,26,17
rna-XM_020086120.1,65,55,139,90,60,56,78,164
rna-XM_020084324.1,0,0,0,0,0,0,0,0
rna-XM_020084306.1,0,0,0,0,0,0,0,0
rna-XM_020084315.1,0,0,0,0,0,0,0,0
rna-XM_020085496.1,0,6,9,0,6,0,5,5
rna-XM_020085501.1,0,0,0,11,8,5,10,13
rna-XM_020085508.1,85,57,67,36,66,87,94,61
rna-XM_020087417.1,11,11,12,5,15,14,20,16
rna-XM_020079235.1,69,55,62,105,77,39,32,43
rna-XM_020086213.1,267,273,303,235,314,298,257,162
rna-XM_020081896.1,0,0,0,27,0,55,0,0
rna-XM_020081918.1,0,0,0,0,0,0,0,0
rna-XM_020081904.1,421,250,140,97,317,89,69,32
rna-XM_020081912.1,247,292,608,533,264,370,662,821
rna-XM_020081933.1,71,121,77,108,104,83,29,29
rna-XM_020081888.1,63,134,53,65,67,74,19,0
rna-XM_020081923.1,42,50,95,117,69,81,32,28
rna-XM_020080519.1,158,89,106,71,137,91,109,128
rna-XM_020082024.1,486,409,576,364,541,528,794,883
rna-XM_020082037.1,68,100,105,105,138,82,127,169
rna-XM_020083323.1,0,0,0,0,0,0,0,2
rna-XM_020083302.1,0,0,0,0,0,0,0,0
rna-XM_020083311.1,0,128,320,0,125,77,0,217
rna-XM_020078883.1,0,12,13,0,17,16,16,12
rna-XM_020086187.1,0,0,0,0,0,0,0,0
rna-XM_020079659.1,0,0,0,0,0,0,0,0
rna-XM_020079675.1,0,0,0,0,0,0,0,0
rna-XM_020079667.1,0,0,0,0,0,0,0,0
rna-XM_020085820.1,0,0,0,0,2,0,0,0
rna-XM_020086266.1,0,0,0,0,0,5,0,0
rna-XM_020098562.1,0,0,0,0,0,0,0,0
rna-XM_020083144.1,0,0,0,6,0,0,0,0
rna-XM_020083114.1,0,0,0,0,0,0,0,0
rna-XM_020083124.1,0,0,42,14,0,0,28,0
rna-XM_020085026.1,0,0,0,0,0,0,0,0
rna-XM_020085035.1,0,0,0,0,0,0,0,0
rna-XM_020085043.1,0,0,0,0,0,0,0,0
rna-XM_020085052.1,0,0,0,0,0,0,0,0
rna-XM_020085060.1,0,0,0,0,0,0,0,0
rna-XM_020085017.1,0,0,0,0,0,0,0,0
rna-XM_020085069.1,0,0,0,0,0,0,0,0
rna-XM_020078520.1,0,0,0,0,0,0,0,0
rna-XM_020078582.1,0,0,0,0,0,0,0,0
rna-XM_020083494.1,0,0,0,0,0,0,0,0
rna-XM_020083013.1,409,319,457,376,349,405,505,769
rna-XM_020082998.1,121,112,88,83,192,102,162,105
rna-XM_020083284.1,343,214,324,234,498,195,321,200
rna-XM_020083293.1,127,0,0,0,0,149,0,0
rna-XM_020086178.1,11,21,31,20,18,22,23,46
rna-XM_020086200.1,192,141,100,80,180,89,96,121
rna-XM_020091893.1,15,19,15,15,11,10,26,13
rna-XM_020085413.1,733,483,2569,1858,859,629,568,1036
rna-XM_020085421.1,2779,1929,1046,1576,2589,2463,2851,3249
rna-XM_020085811.1,3,3,0,2,0,2,0,1
rna-XM_020085803.1,128,94,99,171,115,80,101,59
rna-XM_020083023.1,410,369,454,251,392,425,401,451
rna-XM_020086252.1,423,384,328,190,381,287,261,289
rna-XM_020083136.1,33,5,24,0,19,14,7,42
rna-XM_020083153.1,3,0,0,2,0,0,0,0
rna-XM_020083104.1,293,215,111,86,168,157,107,192
rna-XM_020078795.1,0,0,0,0,0,0,0,0
rna-XR_002202408.1,0,0,0,0,0,0,0,0
rna-XM_020084391.1,0,0,0,0,0,0,0,0
rna-XM_020084213.1,0,0,0,0,0,0,0,0
rna-XM_020084033.1,0,0,0,0,0,0,0,3
rna-XM_020084305.1,0,0,0,0,0,0,2,0
rna-XM_020079331.1,0,0,0,0,0,0,0,0
rna-XM_020078716.1,0,0,0,0,0,0,133,192
rna-XM_020078708.1,0,0,0,0,0,0,0,0
rna-XM_020081153.1,0,0,0,0,0,0,0,0
rna-XM_020082176.1,0,0,0,0,0,0,0,0
rna-XM_020082185.1,0,0,0,0,0,0,0,0
rna-XM_020082113.1,0,0,201,125,135,0,0,150
rna-XM_020082152.1,0,0,0,0,0,0,0,0
rna-XM_020082122.1,0,144,0,0,0,71,141,0
rna-XM_020082142.1,0,0,0,0,0,0,0,0
rna-XM_020082422.1,0,204,336,0,0,1,0,0
rna-XM_020082430.1,0,0,0,0,0,6,7,0
rna-XM_020090822.1,0,5,28,0,38,26,22,56
rna-XM_020084816.1,0,1,1,1,1,26,1,0
rna-XM_020084824.1,0,0,0,0,69,8,111,0
rna-XM_020084833.1,0,46,130,131,29,0,0,0
rna-XM_020080330.1,0,0,0,0,0,0,0,0
rna-XM_020080321.1,0,4,8,0,5,0,0,29
rna-XM_020080339.1,0,0,4,0,0,0,0,0
rna-XM_020085375.1,0,0,0,0,6,0,0,0
rna-XM_020081861.1,0,0,86,0,0,67,0,0
rna-XM_020081851.1,0,0,0,0,0,0,0,0
rna-XM_020081842.1,0,0,0,0,0,0,15,0
rna-XM_020079121.1,0,0,0,4,4,0,0,0
rna-XM_020081594.1,0,0,0,0,0,0,0,0
rna-XM_020081675.1,0,6,3,44,0,0,0,8
rna-XM_020081507.1,0,0,0,6,0,0,0,0
rna-XM_020081742.1,0,0,0,0,0,0,0,0
rna-XM_020081822.1,0,0,0,0,0,0,0,0
rna-XM_020086742.1,0,0,0,0,0,0,0,0
rna-XM_020085647.1,0,0,0,0,0,0,0,0
rna-XM_020085641.1,0,0,0,0,0,0,0,0
rna-XM_020083964.1,26,53,50,8,67,32,37,0
rna-XM_020084122.1,6,0,0,0,8,0,9,39
rna-XM_020078700.1,26,21,12,9,16,43,0,3
rna-XM_020081144.1,13,0,13,14,15,0,0,13
rna-XM_020081129.1,391,274,500,283,437,304,367,510
rna-XM_020081116.1,1306,1613,1438,840,1184,1128,1553,1260
